"trip_id","arrival_time","departure_time","stop_id","stop_sequence","stop_headsign","layover","pattern_id","pickup_type","drop_off_type","shape_dist_traveled","timepoint"
"699041","07:17:00","07:17:00","09912","13","101 EmX EUGENE STATION","False","25555","","","","1"
"699041","07:22:00","07:22:00","ss_arr_a","15","101 EmX EUGENE STATION","False","25555","","","","1"
"699041","07:26:00","07:26:00","02507","16","101 EmX EUGENE STATION","False","25555","","","","1"
"699041","07:27:00","07:27:00","09967","18","101 EmX EUGENE STATION","False","25555","","","","1"
"699041","07:28:00","07:28:00","09908","20","101 EmX EUGENE STATION","False","25555","","","","1"
"699041","07:29:00","07:29:00","09906","22","101 EmX EUGENE STATION","False","25555","","","","1"
"699041","07:31:00","07:31:00","09966","24","101 EmX EUGENE STATION","False","25555","","","","1"
"699041","07:32:00","07:32:00","09965","26","101 EmX EUGENE STATION","False","25555","","","","1"
"699041","07:34:00","07:34:00","09964","28","101 EmX EUGENE STATION","False","25555","","","","1"
"699041","07:36:00","07:36:00","09963","30","101 EmX EUGENE STATION","False","25555","","","","1"
"699042","08:21:00","08:21:00","02601","1","101 EmX EUGENE STATION","True","25558","","","","1"
"699042","08:22:00","08:22:00","09961","3","101 EmX EUGENE STATION","False","25558","","","","1"
"699042","08:23:00","08:23:00","09959","5","101 EmX EUGENE STATION","False","25558","","","","1"
"699042","08:24:00","08:24:00","09957","7","101 EmX EUGENE STATION","False","25558","","","","1"
"699042","08:25:00","08:25:00","09955","9","101 EmX EUGENE STATION","False","25558","","","","1"
"699042","08:26:00","08:26:00","09953","11","101 EmX EUGENE STATION","False","25558","","","","1"
"699042","08:27:00","08:27:00","09951","13","101 EmX EUGENE STATION","False","25558","","","","1"
"699042","08:28:00","08:28:00","09949","15","101 EmX EUGENE STATION","False","25558","","","","1"
"699042","08:29:00","08:29:00","09948","17","101 EmX EUGENE STATION","False","25558","","","","1"
"699042","08:30:00","08:30:00","09946","19","101 EmX EUGENE STATION","False","25558","","","","1"
"699042","08:31:00","08:31:00","09944","21","101 EmX EUGENE STATION","False","25558","","","","1"
"699042","08:32:00","08:32:00","09942","23","101 EmX EUGENE STATION","False","25558","","","","1"
"699042","08:34:00","08:34:00","09940","25","101 EmX EUGENE STATION","False","25558","","","","1"
"699042","09:13:00","09:13:00","09928","62","101 EmX EUGENE STATION","True","25558","","","","1"
"699043","09:36:00","09:36:00","ss_arr_a","27","101 EmX EUGENE STATION","False","25556","","","","1"
"699043","09:40:00","09:40:00","02507","28","101 EmX EUGENE STATION","False","25556","","","","1"
"699043","09:41:00","09:41:00","09967","30","101 EmX EUGENE STATION","False","25556","","","","1"
"699043","09:42:00","09:42:00","09908","32","101 EmX EUGENE STATION","False","25556","","","","1"
"699043","09:43:00","09:43:00","09906","34","101 EmX EUGENE STATION","False","25556","","","","1"
"699043","09:45:00","09:45:00","09966","36","101 EmX EUGENE STATION","False","25556","","","","1"
"699043","09:46:00","09:46:00","09965","38","101 EmX EUGENE STATION","False","25556","","","","1"
"699043","09:48:00","09:48:00","09964","40","101 EmX EUGENE STATION","False","25556","","","","1"
"699043","09:49:00","09:49:00","09963","42","101 EmX EUGENE STATION","False","25556","","","","1"
"699044","10:36:00","10:36:00","02601","1","101 EmX EUGENE STATION","True","25557","","","","1"
"699044","10:37:00","10:37:00","09961","3","101 EmX EUGENE STATION","False","25557","","","","1"
"699044","10:38:00","10:38:00","09959","5","101 EmX EUGENE STATION","False","25557","","","","1"
"699044","10:39:00","10:39:00","09957","7","101 EmX EUGENE STATION","False","25557","","","","1"
"699044","10:40:00","10:40:00","09955","9","101 EmX EUGENE STATION","False","25557","","","","1"
"699044","10:41:00","10:41:00","09953","11","101 EmX EUGENE STATION","False","25557","","","","1"
"699044","10:42:00","10:42:00","09951","13","101 EmX EUGENE STATION","False","25557","","","","1"
"699044","10:44:00","10:44:00","09949","15","101 EmX EUGENE STATION","False","25557","","","","1"
"699044","10:46:00","10:46:00","09948","17","101 EmX EUGENE STATION","False","25557","","","","1"
"699044","10:47:00","10:47:00","09946","19","101 EmX EUGENE STATION","False","25557","","","","1"
"699044","10:49:00","10:49:00","09944","21","101 EmX EUGENE STATION","False","25557","","","","1"
"699044","10:50:00","10:50:00","09942","23","101 EmX EUGENE STATION","False","25557","","","","1"
"699044","10:52:00","10:52:00","09940","25","101 EmX EUGENE STATION","False","25557","","","","1"
"699044","11:38:00","11:38:00","09927","74","101 EmX EUGENE STATION","True","25557","","","","1"
"699045","11:47:00","11:47:00","09912","13","101 EmX EUGENE STATION","False","25555","","","","1"
"699045","11:52:00","11:52:00","ss_arr_a","15","101 EmX EUGENE STATION","False","25555","","","","1"
"699045","11:56:00","11:56:00","02507","16","101 EmX EUGENE STATION","False","25555","","","","1"
"699045","11:57:00","11:57:00","09967","18","101 EmX EUGENE STATION","False","25555","","","","1"
"699045","11:58:00","11:58:00","09908","20","101 EmX EUGENE STATION","False","25555","","","","1"
"699045","11:59:00","11:59:00","09906","22","101 EmX EUGENE STATION","False","25555","","","","1"
"699045","12:01:00","12:01:00","09966","24","101 EmX EUGENE STATION","False","25555","","","","1"
"699045","12:02:00","12:02:00","09965","26","101 EmX EUGENE STATION","False","25555","","","","1"
"699045","12:04:00","12:04:00","09964","28","101 EmX EUGENE STATION","False","25555","","","","1"
"699045","12:06:00","12:06:00","09963","30","101 EmX EUGENE STATION","False","25555","","","","1"
"699046","12:51:00","12:51:00","02601","1","101 EmX EUGENE STATION","True","25558","","","","1"
"699046","12:52:00","12:52:00","09961","3","101 EmX EUGENE STATION","False","25558","","","","1"
"699046","12:53:00","12:53:00","09959","5","101 EmX EUGENE STATION","False","25558","","","","1"
"699046","12:54:00","12:54:00","09957","7","101 EmX EUGENE STATION","False","25558","","","","1"
"699046","12:55:00","12:55:00","09955","9","101 EmX EUGENE STATION","False","25558","","","","1"
"699046","12:56:00","12:56:00","09953","11","101 EmX EUGENE STATION","False","25558","","","","1"
"699046","12:57:00","12:57:00","09951","13","101 EmX EUGENE STATION","False","25558","","","","1"
"699046","12:59:00","12:59:00","09949","15","101 EmX EUGENE STATION","False","25558","","","","1"
"699046","13:01:00","13:01:00","09948","17","101 EmX EUGENE STATION","False","25558","","","","1"
"699046","13:02:00","13:02:00","09946","19","101 EmX EUGENE STATION","False","25558","","","","1"
"699046","13:04:00","13:04:00","09944","21","101 EmX EUGENE STATION","False","25558","","","","1"
"699046","13:05:00","13:05:00","09942","23","101 EmX EUGENE STATION","False","25558","","","","1"
"699046","13:07:00","13:07:00","09940","25","101 EmX EUGENE STATION","False","25558","","","","1"
"699046","13:44:00","13:44:00","09928","62","101 EmX EUGENE STATION","True","25558","","","","1"
"699047","14:07:00","14:07:00","ss_arr_a","27","101 EmX EUGENE STATION","False","25556","","","","1"
"699047","14:11:00","14:11:00","02507","28","101 EmX EUGENE STATION","False","25556","","","","1"
"699047","14:12:00","14:12:00","09967","30","101 EmX EUGENE STATION","False","25556","","","","1"
"699047","14:13:00","14:13:00","09908","32","101 EmX EUGENE STATION","False","25556","","","","1"
"699047","14:14:00","14:14:00","09906","34","101 EmX EUGENE STATION","False","25556","","","","1"
"699047","14:16:00","14:16:00","09966","36","101 EmX EUGENE STATION","False","25556","","","","1"
"699047","14:17:00","14:17:00","09965","38","101 EmX EUGENE STATION","False","25556","","","","1"
"699047","14:19:00","14:19:00","09964","40","101 EmX EUGENE STATION","False","25556","","","","1"
"699047","14:20:00","14:20:00","09963","42","101 EmX EUGENE STATION","False","25556","","","","1"
"699048","15:06:00","15:06:00","02601","1","101 EmX EUGENE STATION","True","25557","","","","1"
"699048","15:07:00","15:07:00","09961","3","101 EmX EUGENE STATION","False","25557","","","","1"
"699048","15:08:00","15:08:00","09959","5","101 EmX EUGENE STATION","False","25557","","","","1"
"699048","15:09:00","15:09:00","09957","7","101 EmX EUGENE STATION","False","25557","","","","1"
"699048","15:10:00","15:10:00","09955","9","101 EmX EUGENE STATION","False","25557","","","","1"
"699048","15:11:00","15:11:00","09953","11","101 EmX EUGENE STATION","False","25557","","","","1"
"699048","15:12:00","15:12:00","09951","13","101 EmX EUGENE STATION","False","25557","","","","1"
"699048","15:14:00","15:14:00","09949","15","101 EmX EUGENE STATION","False","25557","","","","1"
"699048","15:16:00","15:16:00","09948","17","101 EmX EUGENE STATION","False","25557","","","","1"
"699048","15:17:00","15:17:00","09946","19","101 EmX EUGENE STATION","False","25557","","","","1"
"699048","15:19:00","15:19:00","09944","21","101 EmX EUGENE STATION","False","25557","","","","1"
"699048","15:20:00","15:20:00","09942","23","101 EmX EUGENE STATION","False","25557","","","","1"
"699048","15:22:00","15:22:00","09940","25","101 EmX EUGENE STATION","False","25557","","","","1"
"699048","16:08:00","16:08:00","09927","74","101 EmX EUGENE STATION","True","25557","","","","1"
"699049","16:17:00","16:17:00","09912","13","101 EmX EUGENE STATION","False","25555","","","","1"
"699049","16:23:00","16:23:00","ss_arr_a","15","101 EmX EUGENE STATION","False","25555","","","","1"
"699049","16:26:00","16:26:00","02507","16","101 EmX EUGENE STATION","False","25555","","","","1"
"699049","16:27:00","16:27:00","09967","18","101 EmX EUGENE STATION","False","25555","","","","1"
"699049","16:28:00","16:28:00","09908","20","101 EmX EUGENE STATION","False","25555","","","","1"
"699049","16:29:00","16:29:00","09906","22","101 EmX EUGENE STATION","False","25555","","","","1"
"699049","16:31:00","16:31:00","09966","24","101 EmX EUGENE STATION","False","25555","","","","1"
"699049","16:32:00","16:32:00","09965","26","101 EmX EUGENE STATION","False","25555","","","","1"
"699049","16:34:00","16:34:00","09964","28","101 EmX EUGENE STATION","False","25555","","","","1"
"699049","16:36:00","16:36:00","09963","30","101 EmX EUGENE STATION","False","25555","","","","1"
"699050","17:21:00","17:21:00","02601","1","101 EmX EUGENE STATION","True","25558","","","","1"
"699050","17:22:00","17:22:00","09961","3","101 EmX EUGENE STATION","False","25558","","","","1"
"699050","17:23:00","17:23:00","09959","5","101 EmX EUGENE STATION","False","25558","","","","1"
"699050","17:24:00","17:24:00","09957","7","101 EmX EUGENE STATION","False","25558","","","","1"
"699050","17:25:00","17:25:00","09955","9","101 EmX EUGENE STATION","False","25558","","","","1"
"699050","17:26:00","17:26:00","09953","11","101 EmX EUGENE STATION","False","25558","","","","1"
"699050","17:27:00","17:27:00","09951","13","101 EmX EUGENE STATION","False","25558","","","","1"
"699050","17:29:00","17:29:00","09949","15","101 EmX EUGENE STATION","False","25558","","","","1"
"699050","17:31:00","17:31:00","09948","17","101 EmX EUGENE STATION","False","25558","","","","1"
"699050","17:32:00","17:32:00","09946","19","101 EmX EUGENE STATION","False","25558","","","","1"
"699050","17:34:00","17:34:00","09944","21","101 EmX EUGENE STATION","False","25558","","","","1"
"699050","17:35:00","17:35:00","09942","23","101 EmX EUGENE STATION","False","25558","","","","1"
"699050","17:37:00","17:37:00","09940","25","101 EmX EUGENE STATION","False","25558","","","","1"
"699050","18:14:00","18:14:00","09928","62","101 EmX EUGENE STATION","True","25558","","","","1"
"699051","18:37:00","18:37:00","ss_arr_a","27","101 EmX EUGENE STATION","False","25556","","","","1"
"699051","18:41:00","18:41:00","02507","28","101 EmX EUGENE STATION","False","25556","","","","1"
"699051","18:42:00","18:42:00","09967","30","101 EmX EUGENE STATION","False","25556","","","","1"
"699051","18:43:00","18:43:00","09908","32","101 EmX EUGENE STATION","False","25556","","","","1"
"699051","18:44:00","18:44:00","09906","34","101 EmX EUGENE STATION","False","25556","","","","1"
"699051","18:46:00","18:46:00","09966","36","101 EmX EUGENE STATION","False","25556","","","","1"
"699051","18:47:00","18:47:00","09965","38","101 EmX EUGENE STATION","False","25556","","","","1"
"699051","18:49:00","18:49:00","09964","40","101 EmX EUGENE STATION","False","25556","","","","1"
"699051","18:50:00","18:50:00","09963","42","101 EmX EUGENE STATION","False","25556","","","","1"
"699052","19:36:00","19:36:00","02601","1","101 EmX EUGENE STATION","True","25557","","","","1"
"699052","19:37:00","19:37:00","09961","3","101 EmX EUGENE STATION","False","25557","","","","1"
"699052","19:38:00","19:38:00","09959","5","101 EmX EUGENE STATION","False","25557","","","","1"
"699052","19:39:00","19:39:00","09957","7","101 EmX EUGENE STATION","False","25557","","","","1"
"699052","19:40:00","19:40:00","09955","9","101 EmX EUGENE STATION","False","25557","","","","1"
"699052","19:41:00","19:41:00","09953","11","101 EmX EUGENE STATION","False","25557","","","","1"
"699052","19:42:00","19:42:00","09951","13","101 EmX EUGENE STATION","False","25557","","","","1"
